"Pokemon","Fast.Move","Charged.Move","DPS","TDO","DPS.3.TDO","CP","fastType","fastDmg","fastDps","chargeType","chargeDmg","chargeDps"
"9422","Minun","Quick Attack","Swift",6.584,128.2,36.6,1694,"normal","8","10","normal","60","21.4"
"9423","Togetic","Extrasensory","Ancient Power",6.582,144.1,41.1,1708,"psychic","12","10.9","rock","70","20"
"9424","Dusclops","Hex","Shadow Punch",6.58,153.5,43.7,1591,"ghost","10","8.3","ghost","40","23.5"
"9425","Palpitoad","Mud Shot","Sludge Wave",6.579,111,31.6,1392,"ground","5","8.3","poison","110","34.4"
"9426","Pidgeotto","Wing Attack","Air Cutter",6.575,95.8,27.2,1194,"flying","8","10","flying","60","22.2"
"9427","Tepig","Ember","Body Slam",6.575,81.2,23.1,1083,"fire","10","10","normal","50","26.3"
"9428","Gothita","Confusion","Psyshock",6.574,82.8,23.5,951,"psychic","20","12.5","psychic","65","24.1"
"9429","Shellder","Tackle","Bubble Beam",6.573,79.5,22.6,1080,"normal","5","10","water","45","23.7"
"9430","Pikachu Libre","Charm","Thunder Punch",6.57,63.8,18.1,938,"fairy","20","13.3","electric","45","25"
"9431","Drowzee","Pound","Psychic",6.569,117,33.2,1040,"normal","7","11.7","psychic","90","32.1"
"9432","Pikachu","Thunder Shock","Thunder",6.566,63.7,18,938,"electric","5","8.3","electric","100","41.7"
"9433","Venipede","Bug Bite","Sludge Bomb",6.561,60.7,17.1,706,"bug","5","10","poison","80","34.8"
"9434","Oshawott","Tackle","Water Pulse",6.56,73.3,20.7,1046,"normal","5","10","water","70","21.9"
"9435","Pikachu Libre","Charm","Play Rough",6.56,63.7,18,938,"fairy","20","13.3","fairy","90","31"
"9436","Yamask","Zen Headbutt","Shadow Ball",6.56,93,26.3,982,"psychic","12","10.9","ghost","100","33.3"
"9437","Deerling","Take Down","Seed Bomb",6.558,89,25.1,1135,"normal","8","6.7","grass","55","26.2"
"9438","Slowpoke","Confusion","Water Pulse",6.557,114.1,32.2,1226,"psychic","20","12.5","water","70","21.9"
"9439","Turtwig","Tackle","Body Slam",6.557,91.6,25.8,1187,"normal","5","10","normal","50","26.3"
"9440","Porygon","Charge Beam","Psybeam",6.556,122.3,34.5,1720,"electric","8","7.3","psychic","70","21.9"
"9441","Shadow Skiploom","Bullet Seed","Energy Ball",6.556,82.4,23.2,976,"grass","8","7.3","grass","90","23.1"
"9442","Snorlax","Yawn","Return",6.553,288.7,81.2,3225,"normal","0","0","normal","35","50"
"9443","Makuhita","Tackle","Cross Chop",6.552,59.9,16.9,817,"normal","5","10","fighting","50","33.3"
"9444","Larvitar","Bite","Stomp",6.551,74.6,21,1040,"dark","6","12","normal","55","32.4"
"9445","Shadow Vulpix","Quick Attack","Body Slam",6.549,61.5,17.3,883,"normal","8","10","normal","50","26.3"
"9446","Dusclops","Feint Attack","Shadow Punch",6.544,152.7,42.8,1591,"dark","10","11.1","ghost","40","23.5"
"9447","Kirlia","Confusion","Disarming Voice",6.544,62.5,17.5,966,"psychic","20","12.5","fairy","70","17.9"
"9448","Alolan Meowth","Bite","Night Slash",6.542,57,16,797,"dark","6","12","dark","50","22.7"
"9449","Torchic","Scratch","Rock Tomb",6.541,66.2,18.5,1093,"normal","6","12","rock","70","21.9"
"9450","Makuhita","Rock Smash","Cross Chop",6.54,59.8,16.7,817,"fighting","15","11.5","fighting","50","33.3"
"9451","Shadow Vulpix","Ember","Flame Charge",6.539,61.4,17.2,883,"fire","10","10","fire","70","18.4"
"9452","Tepig","Tackle","Body Slam",6.539,80.8,22.6,1083,"normal","5","10","normal","50","26.3"
"9453","Budew","Hidden Power (Grass)","Grass Knot",6.538,76,21.2,856,NA,NA,NA,"grass","90","34.6"
"9454","Budew","Hidden Power (Poison)","Grass Knot",6.538,76,21.2,856,NA,NA,NA,"grass","90","34.6"
"9455","Budew","Hidden Power","Grass Knot",6.538,76,21.2,856,"normal","15","10","grass","90","34.6"
"9456","Budew","Hidden Power","Grass Knot",6.538,76,21.2,856,"normal","15","10","grass","90","34.6"
"9457","Nidoran♀","Poison Sting","Sludge Bomb",6.538,76,21.2,816,"poison","5","8.3","poison","80","34.8"
"9458","Shadow Skiploom","Bullet Seed","Dazzling Gleam",6.538,82.2,23,976,"grass","8","7.3","fairy","100","28.6"
"9459","Whismur","Pound","Flamethrower",6.537,45.8,12.8,671,"normal","7","11.7","fire","70","31.8"
"9460","Azumarill","Bubble","Ice Beam",6.53,181.6,50.6,1588,"water","12","10","ice","90","27.3"
"9461","Remoraid","Mud Shot","Rock Blast",6.53,48,13.4,912,"ground","5","8.3","rock","50","23.8"
"9462","Snorlax","Yawn","Superpower",6.53,287.7,80.1,3225,"normal","0","0","fighting","85","28.3"
"9463","Charmander","Scratch","Flame Charge",6.525,65,18.1,980,"normal","6","12","fire","70","18.4"
"9464","Aron","Tackle","Body Slam",6.524,107.4,29.8,1307,"normal","5","10","normal","50","26.3"
"9465","Lombre","Bubble","Ice Beam",6.524,103.1,28.6,1197,"water","12","10","ice","90","27.3"
"9466","Slowpoke","Water Gun","Water Pulse",6.524,113.6,31.5,1226,"water","5","10","water","70","21.9"
"9467","Alolan Meowth","Scratch","Dark Pulse",6.523,56.8,15.8,797,"normal","6","12","dark","80","26.7"
"9468","Larvitar","Rock Smash","Ancient Power",6.521,74.3,20.6,1040,"fighting","15","11.5","rock","70","20"
"9469","Aron","Tackle","Rock Tomb",6.516,107.2,29.7,1307,"normal","5","10","rock","70","21.9"
"9470","Natu","Peck","Night Shade",6.514,63.5,17.5,1102,"flying","10","10","ghost","60","23.1"
"9471","Whirlipede","Bug Bite","Signal Beam",6.512,114.7,31.7,1144,"bug","5","10","bug","75","25.9"
"9472","Wormadam (Trash Cloak)","Bug Bite","Psybeam",6.512,146,40.3,1593,"bug","5","10","psychic","70","21.9"
"9473","Dratini","Dragon Breath","Wrap",6.511,65.1,18,1004,"dragon","6","12","normal","60","20.7"
"9474","Forretress","Bug Bite","Sand Tomb",6.511,194.8,53.8,2282,"bug","5","10","ground","60","15"
"9475","Lickitung","Zen Headbutt","Body Slam",6.511,152.5,42.1,1411,"psychic","12","10.9","normal","50","26.3"
"9476","Chinchou","Spark","Bubble Beam",6.51,99.2,27.4,1119,"electric","6","8.6","water","45","23.7"
"9477","Gothita","Pound","Psyshock",6.51,82,22.6,951,"normal","7","11.7","psychic","65","24.1"
"9478","Purrloin","Scratch","Dark Pulse",6.509,54.1,14.9,772,"normal","6","12","dark","80","26.7"
"9479","Mareep","Tackle","Body Slam",6.508,68.4,18.8,991,"normal","5","10","normal","50","26.3"
"9480","Munna","Charge Beam","Dazzling Gleam",6.506,95.7,26.3,1145,"electric","8","7.3","fairy","100","28.6"
"9481","Shadow Vulpix","Quick Attack","Flame Charge",6.504,61.1,16.8,883,"normal","8","10","fire","70","18.4"
"9482","Shadow Snorlax","Yawn","Earthquake",6.503,238.7,65.7,3225,"normal","0","0","ground","140","38.9"
"9483","Shadow Venonat","Bug Bite","Psybeam",6.502,73.5,20.2,1004,"bug","5","10","psychic","70","21.9"
"9484","Bagon","Bite","Twister",6.501,69.7,19.1,1156,"dark","6","12","dragon","45","16.1"
"9485","Servine","Vine Whip","Wrap",6.501,128.1,35.2,1441,"grass","7","11.7","normal","60","20.7"
"9486","Tepig","Ember","Flame Charge",6.501,80.3,22.1,1083,"fire","10","10","fire","70","18.4"
"9487","Deino","Tackle","Body Slam",6.5,76,20.9,1062,"normal","5","10","normal","50","26.3"
"9488","Audino","Zen Headbutt","Dazzling Gleam",6.499,196.7,54,1682,"psychic","12","10.9","fairy","100","28.6"
"9489","Nidorino","Poison Sting","Horn Attack",6.499,97.2,26.7,1393,"poison","5","8.3","normal","40","21.6"
"9490","Barboach","Water Gun","Aqua Tail",6.497,66.5,18.2,819,"water","5","10","water","50","26.3"
"9491","Tepig","Tackle","Flame Charge",6.497,80.3,22,1083,"normal","5","10","fire","70","18.4"
"9492","Chinchou","Bubble","Bubble Beam",6.493,98.9,27.1,1119,"water","12","10","water","45","23.7"
"9493","Shadow Squirtle","Bubble","Water Pulse",6.493,72.5,19.9,946,"water","12","10","water","70","21.9"
"9494","Jigglypuff","Pound","Body Slam",6.492,67.1,18.4,724,"normal","7","11.7","normal","50","26.3"
"9495","Ducklett","Wing Attack","Brave Bird",6.491,86.5,23.7,856,"flying","8","10","flying","130","65"
"9496","Shadow Drowzee","Confusion","Psybeam",6.487,96.3,26.3,1040,"psychic","20","12.5","psychic","70","21.9"
"9497","Nidoran♀","Bite","Sludge Bomb",6.481,75.3,20.5,816,"dark","6","12","poison","80","34.8"
"9498","Azumarill","Rock Smash","Hydro Pump",6.48,180.2,49,1588,"fighting","15","11.5","water","130","39.4"
"9499","Pansage","Scratch","Energy Ball",6.48,74.5,20.3,956,"normal","6","12","grass","90","23.1"
"9500","Togetic","Zen Headbutt","Ancient Power",6.475,141.8,38.5,1708,"psychic","12","10.9","rock","70","20"
"9501","Shadow Ralts","Charge Beam","Psyshock",6.474,31.6,8.6,539,"electric","8","7.3","psychic","65","24.1"
"9502","Shadow Venonat","Confusion","Poison Fang",6.471,73.2,19.8,1004,"psychic","20","12.5","poison","35","20.6"
"9503","Purrloin","Sucker Punch","Play Rough",6.46,53.7,14.5,772,"dark","7","10","fairy","90","31"
"9504","Aipom","Astonish","Aerial Ace",6.449,91.5,24.5,1348,"ghost","8","7.3","flying","55","22.9"
"9505","Totodile","Water Gun","Crunch",6.449,84.3,22.6,1131,"water","5","10","dark","70","21.9"
"9506","Phanpy","Tackle","Bulldoze",6.448,112.3,30.1,1206,"normal","5","10","ground","80","22.9"
"9507","Croagunk","Poison Sting","Low Sweep",6.445,60.6,16.2,952,"poison","5","8.3","fighting","40","21.1"
"9508","Goldeen","Mud Shot","Water Pulse",6.443,79.9,21.4,1152,"ground","5","8.3","water","70","21.9"
"9509","Frillish","Hex","Ominous Wind",6.441,107.2,28.6,1257,"ghost","10","8.3","ghost","50","21.7"
"9510","Frillish","Hex","Ice Beam",6.44,107.2,28.6,1257,"ghost","10","8.3","ice","90","27.3"
"9511","Poochyena","Snarl","Crunch",6.439,42.8,11.4,678,"dark","12","10.9","dark","70","21.9"
"9512","Oshawott","Water Gun","Night Slash",6.437,71.9,19.2,1046,"water","5","10","dark","50","22.7"
"9513","Chimchar","Scratch","Flame Charge",6.436,64.1,17.1,957,"normal","6","12","fire","70","18.4"
"9514","Dusclops","Hex","Ice Punch",6.435,150.1,40,1591,"ghost","10","8.3","ice","50","26.3"
"9515","Makuhita","Tackle","Heavy Slam",6.434,58.8,15.7,817,"normal","5","10","steel","70","33.3"
"9516","Shadow Hoppip","Tackle","Grass Knot",6.434,51.1,13.6,600,"normal","5","10","grass","90","34.6"
"9517","Makuhita","Rock Smash","Heavy Slam",6.43,58.8,15.6,817,"fighting","15","11.5","steel","70","33.3"
"9518","Munna","Zen Headbutt","Psybeam",6.429,94.5,25.1,1145,"psychic","12","10.9","psychic","70","21.9"
"9519","Alolan Diglett","Metal Claw","Dig",6.428,35.1,9.3,681,"steel","8","11.4","ground","100","21.3"
"9520","Gible","Take Down","Dig",6.428,73.3,19.5,1112,"normal","8","6.7","ground","100","21.3"
"9521","Loudred","Bite","Disarming Voice",6.426,90.8,24.1,1327,"dark","6","12","fairy","70","17.9"
"9522","Shellder","Ice Shard","Return",6.423,77.7,20.6,1080,"ice","12","10","normal","35","50"
"9523","Bayleef","Razor Leaf","Ancient Power",6.422,128.8,34.1,1454,"grass","13","13","rock","70","20"
"9524","Galarian Meowth","Metal Claw","Night Slash",6.422,72.5,19.2,1035,"steel","8","11.4","dark","50","22.7"
"9525","Dusclops","Feint Attack","Ice Punch",6.42,149.8,39.6,1591,"dark","10","11.1","ice","50","26.3"
"9526","Phanpy","Tackle","Rock Slide",6.42,111.8,29.6,1206,"normal","5","10","rock","80","29.6"
"9527","Charmander","Ember","Flame Charge",6.419,64,16.9,980,"fire","10","10","fire","70","18.4"
"9528","Cyndaquil","Ember","Flame Charge",6.419,64,16.9,980,"fire","10","10","fire","70","18.4"
"9529","Dwebble","Cut","Rock Tomb",6.417,96.8,25.6,1224,"normal","5","10","rock","70","21.9"
"9530","Cyndaquil","Tackle","Flame Charge",6.416,64,16.9,980,"normal","5","10","fire","70","18.4"
"9531","Glameow","Scratch","Aerial Ace",6.415,64.8,17.1,934,"normal","6","12","flying","55","22.9"
"9532","Pidove","Quick Attack","Aerial Ace",6.408,64.2,16.9,848,"normal","8","10","flying","55","22.9"
"9533","Wartortle","Water Gun","Aqua Jet",6.405,126.9,33.4,1488,"water","5","10","water","45","17.3"
"9534","Wingull","Water Gun","Water Pulse",6.402,45.6,12,765,"water","5","10","water","70","21.9"
"9535","Nidoran♂","Peck","Return",6.401,58.6,15.4,860,"flying","10","10","normal","35","50"
"9536","Dusclops","Hex","Fire Punch",6.4,149.3,39.1,1591,"ghost","10","8.3","fire","55","25"
"9537","Aipom","Astonish","Swift",6.395,90.7,23.7,1348,"ghost","8","7.3","normal","60","21.4"
"9538","Shadow Nidoran♂","Poison Sting","Horn Attack",6.393,48.8,12.7,860,"poison","5","8.3","normal","40","21.6"
"9539","Dusclops","Feint Attack","Fire Punch",6.392,149.1,38.9,1591,"dark","10","11.1","fire","55","25"
"9540","Pachirisu","Volt Switch","Thunderbolt",6.391,141,36.8,1213,"electric","14","8.8","electric","80","32"
"9541","Diglett","Mud Slap","Dig",6.39,33.8,8.8,676,NA,NA,NA,"ground","100","21.3"
"9542","Shadow Squirtle","Tackle","Water Pulse",6.39,71.4,18.6,946,"normal","5","10","water","70","21.9"
"9543","Frillish","Bubble","Night Shade",6.383,106.3,27.6,1257,"water","12","10","ghost","60","23.1"
"9544","Koffing","Tackle","Dark Pulse",6.376,93.2,24.2,1214,"normal","5","10","dark","80","26.7"
"9545","Horsea","Bubble","Flash Cannon",6.373,61.1,15.8,1056,"water","12","10","steel","100","37"
"9546","Meowth","Scratch","Foul Play",6.373,55.5,14.4,748,"normal","6","12","dark","70","35"
"9547","Shadow Pineco","Tackle","Rock Tomb",6.373,76.7,19.9,1108,"normal","5","10","rock","70","21.9"
"9548","Mudkip","Tackle","Dig",6.372,72.6,18.8,1128,"normal","5","10","ground","100","21.3"
"9549","Ledian","Struggle Bug","Bug Buzz",6.371,138.1,35.7,1346,"bug","15","10","bug","90","24.3"
"9550","Torchic","Ember","Rock Tomb",6.369,64.5,16.7,1093,"fire","10","10","rock","70","21.9"
"9551","Chimchar","Scratch","Flame Wheel",6.368,63.4,16.4,957,"normal","6","12","fire","60","22.2"
"9552","Goldeen","Peck","Water Pulse",6.368,79,20.4,1152,"flying","10","10","water","70","21.9"
"9553","Vulpix","Quick Attack","Flamethrower",6.368,71.8,18.5,883,"normal","8","10","fire","70","31.8"
"9554","Numel","Ember","Heat Wave",6.367,70.6,18.2,1057,"fire","10","10","fire","95","31.7"
"9555","Shadow Nidoran♀","Bite","Body Slam",6.363,61.6,15.9,816,"dark","6","12","normal","50","26.3"
"9556","Litwick","Astonish","Flame Burst",6.362,75.8,19.5,1006,"ghost","8","7.3","fire","70","26.9"
"9557","Rhyhorn","Rock Smash","Horn Attack",6.362,128.5,33.1,1651,"fighting","15","11.5","normal","40","21.6"
"9558","Totodile","Scratch","Crunch",6.362,83.2,21.4,1131,"normal","6","12","dark","70","21.9"
"9559","Natu","Quick Attack","Night Shade",6.361,62,15.9,1102,"normal","8","10","ghost","60","23.1"
"9560","Shadow Shellder","Tackle","Icy Wind",6.361,64.1,16.5,1080,"normal","5","10","ice","60","18.2"
"9561","Meltan","Thunder Shock","Flash Cannon",6.357,72.9,18.7,1068,"electric","5","8.3","steel","100","37"
"9562","Herdier","Take Down","Dig",6.349,110.6,28.3,1583,"normal","8","6.7","ground","100","21.3"
"9563","Exeggcute","Bullet Seed","Return",6.344,104.8,26.7,1175,"grass","8","7.3","normal","35","50"
"9564","Poochyena","Tackle","Crunch",6.343,42.2,10.8,678,"normal","5","10","dark","70","21.9"
"9565","Snivy","Vine Whip","Seed Bomb",6.343,76.8,19.6,849,"grass","7","11.7","grass","55","26.2"
"9566","Woobat","Confusion","Air Cutter",6.343,78.3,20,1016,"psychic","20","12.5","flying","60","22.2"
"9567","Purrloin","Scratch","Play Rough",6.342,52.7,13.4,772,"normal","6","12","fairy","90","31"
"9568","Alolan Diglett","Mud Slap","Dig",6.339,34.6,8.8,681,NA,NA,NA,"ground","100","21.3"
"9569","Larvitar","Bite","Crunch",6.333,72.1,18.3,1040,"dark","6","12","dark","70","21.9"
"9570","Togetic","Hidden Power (Fire)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9571","Togetic","Hidden Power (Fighting)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9572","Togetic","Hidden Power (Water)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9573","Togetic","Hidden Power (Grass)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9574","Togetic","Hidden Power (Poison)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9575","Togetic","Hidden Power (Electric)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9576","Togetic","Hidden Power (Ground)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9577","Togetic","Hidden Power (Psychic)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9578","Togetic","Hidden Power (Rock)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9579","Togetic","Hidden Power (Ice)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9580","Togetic","Hidden Power (Bug)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9581","Togetic","Hidden Power (Dragon)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9582","Togetic","Hidden Power (Ghost)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9583","Togetic","Hidden Power (Dark)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9584","Togetic","Hidden Power (Steel)","Ancient Power",6.333,138.7,35.2,1708,NA,NA,NA,"rock","70","20"
"9585","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9586","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9587","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9588","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9589","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9590","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9591","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9592","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9593","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9594","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9595","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9596","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9597","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9598","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9599","Togetic","Hidden Power","Ancient Power",6.333,138.7,35.2,1708,"normal","15","10","rock","70","20"
"9600","Chimchar","Ember","Flame Charge",6.332,63,16,957,"fire","10","10","fire","70","18.4"
"9601","Surskit","Bug Bite","Signal Beam",6.33,60.5,15.3,791,"bug","5","10","bug","75","25.9"
"9602","Deerling","Take Down","Wild Charge",6.328,85.9,21.8,1135,"normal","8","6.7","electric","90","34.6"
"9603","Trubbish","Pound","Gunk Shot",6.319,91.3,23,1000,"normal","7","11.7","poison","130","41.9"
"9604","Zubat","Bite","Sludge Bomb",6.319,52.1,13.1,667,"dark","6","12","poison","80","34.8"
"9605","Venonat","Confusion","Return",6.318,85.7,21.6,1004,"psychic","20","12.5","normal","35","50"
"9606","Numel","Tackle","Heat Wave",6.315,70,17.6,1057,"normal","5","10","fire","95","31.7"
"9607","Barboach","Water Gun","Mud Bomb",6.313,64.6,16.3,819,"water","5","10","ground","55","23.9"
"9608","Sandshrew","Scratch","Rock Tomb",6.312,89.9,22.6,1261,"normal","6","12","rock","70","21.9"
"9609","Shadow Drowzee","Pound","Psybeam",6.312,93.7,23.6,1040,"normal","7","11.7","psychic","70","21.9"
"9610","Snover","Ice Shard","Stomp",6.312,89.4,22.5,1159,"ice","12","10","normal","55","32.4"
"9611","Nidorina","Bite","Poison Fang",6.311,110.6,27.8,1309,"dark","6","12","poison","35","20.6"
"9612","Shadow Exeggcute","Bullet Seed","Ancient Power",6.311,86.9,21.8,1175,"grass","8","7.3","rock","70","20"
"9613","Cherubi","Tackle","Petal Blizzard",6.309,67,16.8,950,"normal","5","10","grass","110","42.3"
"9614","Wartortle","Bite","Aqua Jet",6.309,125,31.4,1488,"dark","6","12","water","45","17.3"
"9615","Psyduck","Water Gun","Psybeam",6.308,73.2,18.4,1106,"water","5","10","psychic","70","21.9"
"9616","Vulpix","Ember","Flamethrower",6.307,71.1,17.8,883,"fire","10","10","fire","70","31.8"
"9617","Zubat","Quick Attack","Sludge Bomb",6.303,52,13,667,"normal","8","10","poison","80","34.8"
"9618","Poliwag","Mud Shot","Return",6.302,57.3,14.3,829,"ground","5","8.3","normal","35","50"
"9619","Bidoof","Tackle","Hyper Fang",6.295,64.6,16.1,721,"normal","5","10","normal","80","32"
"9620","Wingull","Water Gun","Air Cutter",6.291,44.8,11.2,765,"water","5","10","flying","60","22.2"
"9621","Wingull","Quick Attack","Ice Beam",6.289,44.8,11.1,765,"normal","8","10","ice","90","27.3"
"9622","Pidove","Air Slash","Aerial Ace",6.287,63,15.7,848,"flying","14","11.7","flying","55","22.9"
